id,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
4253294,50.8906766667,6.9901416667,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4275300,51.476752,-0.235133,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
4284625,45.5365970238,9.2162650726,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
4290027,42.9061603547,-1.0868654586,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4303837,55.0975528333,-1.7497666667,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4306311,51.219572,-1.489012,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4318230,46.340909286,7.0009777534,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
4318248,46.3410558605,7.0010047983,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4318345,46.3411474228,7.001711335,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
4319174,46.3449304976,6.9937047735,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4342180,50.0491867065,14.421423912,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4383566,41.4970205871,13.1890040245,Grande ortie,Urtica dioica,stinging nettle,Plantae,51884
4405209,41.471206665,13.1787824631,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4421228,41.5373878478,12.9832162856,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4450186,49.414118471,8.671167599,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4451572,43.6578297,25.360575,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4455196,49.4139230345,8.6710670963,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4499381,45.7887738383,8.7258696556,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4517484,51.93323153,4.45047269,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4525547,44.87154207,7.6836198941,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4531498,42.2280426025,11.8795108794,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4532679,43.713500793,7.2830665112,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4541672,46.1643321306,8.8647973537,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4554349,59.879041,17.627375,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4576164,46.0412632151,8.7375932337,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4582079,49.1997871399,16.4819221497,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4630882,49.312657,8.554702,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4775205,49.302975,8.532987,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
4782516,46.1711605291,8.9193749428,Stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
4826587,41.5803621424,12.9539318383,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
4853231,36.7160916667,-4.4252361111,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
4858343,40.95460754,-4.13389586,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
4858907,45.218695,10.234785,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
4861889,46.1874590671,8.8887012005,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4923363,43.48477128,11.84401284,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
4927871,38.9197716667,-1.72702,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
4974600,56.0474875991,-2.7159833908,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
5000723,49.227158,7.004031,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
5005302,43.76227438,11.24784693,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
5008557,49.227329,7.00372,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
5167749,51.4735800215,-0.2954008989,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
5304123,49.721758,6.1246338,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
5306154,45.1197796,10.2010615,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
5308005,53.1712156271,-1.6121149063,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
5392908,57.7435053542,11.9617938995,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
5432829,51.5021666667,-0.1322583333,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
5442752,43.73012558,11.02243659,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
5445271,45.1820983887,8.2683410645,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
5451056,44.1368418112,12.240778572,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
5455042,48.3463897705,20.0105552673,Ortica,Urtica dioica,stinging nettle,Plantae,51884
5463566,50.1086845398,8.6962852478,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
5463882,50.837895,4.33468285,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
5486507,48.80304472,9.18947032,Ortica,Urtica dioica,stinging nettle,Plantae,51884
5487996,44.7431289184,11.9856380671,Ortica,Urtica dioica,stinging nettle,Plantae,51884
5507429,45.2219061507,10.246328786,Ortica,Urtica dioica,stinging nettle,Plantae,51884
5524902,51.4799931293,-0.1546669225,Stinging Nettle,Urtica dioica,stinging nettle,Plantae,51884
5527136,44.8823436758,7.7020243154,Ortica,Urtica dioica,stinging nettle,Plantae,51884
5599265,45.9997533333,11.3145966667,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
5611620,52.5267660292,0.276484536,stinging nettle,Urtica dioica,stinging nettle,Plantae,51884
