id,latitude,longitude,scientific_name,common_name,iconic_taxon_name,taxon_id
16400587,28.752936189,-82.5650331962,Danaus gilippus,Queen,Insecta,51743
16446718,29.5825527778,-82.1743777778,Danaus gilippus,Queen,Insecta,51743
16509347,29.2993291407,-83.0600084959,Danaus gilippus,Queen,Insecta,51743
16518589,27.4944784,-81.0151073,Danaus gilippus,Queen,Insecta,51743
16539125,30.0888205514,-84.1577930335,Danaus gilippus,Queen,Insecta,51743
16596635,30.1238398192,-84.148267559,Danaus gilippus,Queen,Insecta,51743
16596652,30.1206598925,-84.1387871238,Danaus gilippus,Queen,Insecta,51743
16714771,30.1323336361,-84.2990343291,Danaus gilippus,Queen,Insecta,51743
16722804,28.0542416667,-82.77085,Danaus gilippus,Queen,Insecta,51743
16812701,27.3811566667,-81.4202283333,Danaus gilippus,Queen,Insecta,51743
16828826,30.0754597737,-84.1814523288,Danaus gilippus,Queen,Insecta,51743
16833969,30.0748444305,-84.1805575644,Danaus gilippus,Queen,Insecta,51743
16844128,25.7961694444,-80.1351666667,Danaus gilippus,Queen,Insecta,51743
16847309,29.5893068845,-82.1792454124,Danaus gilippus,Queen,Insecta,51743
16900029,28.3136822185,-82.0489574956,Danaus gilippus,Queen,Insecta,51743
16977871,27.9939818997,-81.8647517326,Danaus gilippus,Queen,Insecta,51743
17016382,28.7353650384,-82.428748274,Danaus gilippus,Queen,Insecta,51743
17032654,30.0753019454,-84.1811931826,Danaus gilippus,Queen,Insecta,51743
17069902,27.1943066331,-80.2360071658,Danaus gilippus,Queen,Insecta,51743
17075965,28.5559633333,-81.644525,Danaus gilippus,Queen,Insecta,51743
17130824,28.7260583333,-82.5402366667,Danaus gilippus,Queen,Insecta,51743
17132356,28.11699985,-82.30941374,Danaus gilippus,Queen,Insecta,51743
17132803,28.1192894513,-82.3064473831,Danaus gilippus,Queen,Insecta,51743
