"scientific_name","datetime","description","place_guess","latitude","longitude","tag_list","common_name","url","image_url","user_login","id","species_guess","iconic_taxon_name","taxon_id","id_please","num_identification_agreements","num_identification_disagreements","observed_on_string","observed_on","time_observed_at","time_zone","positional_accuracy","private_place_guess","geoprivacy","coordinates_obscured","positioning_method","positioning_device","out_of_range","user_id","created_at","updated_at","quality_grade","license","sound_url","oauth_application_id","captive_cultivated"
"Papilio multicaudata","2018-09-25 14:52:00 -0500","Papilio multicaudata, P. rutilus o P. glaucus? Seen from restaurant porch. I identified as P. multicaudata based on narrow black stripes on forewing, much narrower than the yellow stripes. Also, this is the only one of the three similar species that is common (or present) in Mexico City.","UNIVERSUM, Ciudad Universitaria, Ciudad de México, CDMX, México",19.311094681,-99.1805485772,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16972616","https://static.inaturalist.org/photos/25657056/medium.jpeg?1538074488","oliverkomar",16972616,"xochiquetzal","Insecta",68263,"false",1,0,"2018/09/25 2:52 PM CST","2018-09-25","2018-09-25 19:52:00 UTC","Central Time (US & Canada)",15,NA,NA,"false","","",NA,553511,"2018-09-27 19:05:13 UTC","2018-09-27 19:33:20 UTC","research","CC-BY-NC",NA,NA,"false"
"Papilio multicaudata","2018-09-27 12:15:56 -0500","","Chihuahuan Desert Research Institute, 43869 TX-118, Fort Davis, TX 79734, USA",30.54038467,-103.83731387,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16972521","https://static.inaturalist.org/photos/25657430/medium.jpeg?1538074882","tatiana0605",16972521,"Two-tailed Swallowtail","Insecta",68263,"false",1,0,"2018-09-27 12:15:56 PM CDT","2018-09-27","2018-09-27 17:15:56 UTC","Central Time (US & Canada)",7,NA,NA,"false","","",NA,443967,"2018-09-27 19:01:13 UTC","2018-09-27 19:30:44 UTC","research","",NA,2,"false"
"Papilio multicaudata","2018-09-26 14:32:34 -0500","","The University of Texas at San Antonio, San Antonio, TX, US",29.58382,-98.61767,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16955946","https://static.inaturalist.org/photos/25629614/medium.jpg?1538025736","puj125",16955946,"Two-tailed Swallowtail","Insecta",68263,"false",3,0,"Wed Sep 26 2018 14:32:34 GMT-0500 (CDT)","2018-09-26","2018-09-26 19:32:34 UTC","Central Time (US & Canada)",6,NA,NA,"false","","",NA,1167996,"2018-09-27 05:21:49 UTC","2018-09-27 16:46:06 UTC","research","CC-BY-NC",NA,3,"false"
"Papilio multicaudata","2018-09-26 09:28:00 -0700","","Parque Nacional Bosque del Pedregal, Ciudad de México, CDMX, Mexico",19.2934913197,-99.1982837114,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16955843","https://static.inaturalist.org/photos/25629465/medium.jpg?1538025171","loarie",16955843,"Two-tailed Swallowtail","Insecta",68263,"false",3,0,"2018/09/26 9:28 AM PDT","2018-09-26","2018-09-26 16:28:00 UTC","Pacific Time (US & Canada)",375,NA,NA,"false","","",NA,477,"2018-09-27 05:13:35 UTC","2018-09-27 13:26:09 UTC","research","CC0",NA,NA,"false"
"Papilio multicaudata","2018-09-26 11:57:20 -0500","","Travis County, US-TX, US",30.27154629,-97.77577959,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16939029","https://static.inaturalist.org/photos/25598846/medium.jpeg?1537986120","gstclair",16939029,"Two-tailed Swallowtail","Insecta",68263,"false",2,0,"2018-09-26 11:57:20 AM CDT","2018-09-26","2018-09-26 16:57:20 UTC","Central Time (US & Canada)",129,NA,NA,"false","gps","gps",NA,203860,"2018-09-26 18:21:39 UTC","2018-09-27 02:36:17 UTC","research","CC-BY-NC",NA,2,"false"
"Papilio multicaudata","2018-09-26 11:48:34 -0500","","Texas State University, San Marcos, TX, US",29.8887333333,-97.9450383333,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16936164","https://static.inaturalist.org/photos/25594224/medium.jpg?1537980630","cteseny",16936164,"Two-tailed Swallowtail","Insecta",68263,"false",2,0,"Wed Sep 26 2018 11:48:34 GMT-0500 (CDT)","2018-09-26","2018-09-26 16:48:34 UTC","Central Time (US & Canada)",5,NA,NA,"false","","",NA,749154,"2018-09-26 16:50:19 UTC","2018-09-27 04:00:28 UTC","research","",NA,3,"false"
"Papilio multicaudata","2018-09-19 12:54:39 -0500","It’s in the middle 
","12118 N Interstate 35, Austin, TX, US",30.392495,-97.672845,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16914117","https://static.inaturalist.org/photos/25554825/medium.jpg?1537910290","dherd",16914117,"Two-tailed Swallowtail","Insecta",68263,"false",1,0,"Wed Sep 19 2018 12:54:39 GMT-0500 (CDT)","2018-09-19","2018-09-19 17:54:39 UTC","Central Time (US & Canada)",165,NA,NA,"false","","",NA,394806,"2018-09-25 21:17:53 UTC","2018-09-27 02:08:23 UTC","research","",NA,3,"false"
"Papilio multicaudata multicaudata","2018-09-24 11:15:00 -0500","","Parque Nacional Bosque del Pedregal, Ciudad de México, CDMX, México",19.2875491001,-99.2095776368,"","","https://www.inaturalist.org/observations/16913841","https://static.inaturalist.org/photos/25554094/medium.jpeg?1537909489","bodofzt",16913841,"Papilio multicaudata multicaudata","Insecta",237647,"false",1,0,"2018/09/24 11:15 AM CDT","2018-09-24","2018-09-24 16:15:00 UTC","Central Time (US & Canada)",NA,NA,NA,"false","","",NA,318516,"2018-09-25 21:09:32 UTC","2018-09-25 21:34:27 UTC","research","CC-BY-NC",NA,NA,"false"
"Papilio multicaudata","2016-07-23 12:19:00 UTC","","Coconino County, AZ, USA",34.9480833333,-111.7543416667,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16889809","https://static.inaturalist.org/photos/25514853/medium.jpeg?1537839352","michireyes",16889809,"Two-tailed Swallowtail","Insecta",68263,"false",1,0,"2016/07/23 12:19 PM UTC","2016-07-23","2016-07-23 12:19:00 UTC","UTC",10,NA,NA,"false","","",NA,1209206,"2018-09-25 01:37:30 UTC","2018-09-25 02:02:15 UTC","research","CC-BY-NC",NA,NA,"false"
"Papilio multicaudata","2018-09-21 16:41:35 -0500","","Castillo de Chapultepec, Mexico City, CDMX, MX",19.4207833333,-99.1814116667,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16888175","https://static.inaturalist.org/photos/25511704/medium.jpg?1537835324","sofinita",16888175,"xochiquetzal","Insecta",68263,"false",3,0,"Fri Sep 21 2018 16:41:35 GMT-0500 (CDT)","2018-09-21","2018-09-21 21:41:35 UTC","Central Time (US & Canada)",0,NA,NA,"false","","",NA,149292,"2018-09-25 00:28:37 UTC","2018-09-25 17:21:56 UTC","research","CC-BY-NC",NA,3,"false"
"Papilio multicaudata","2018-09-24 14:41:30 -0600","","Kaibab National Forest, Williams, AZ, US",35.2396666667,-112.3631666667,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16884643","https://static.inaturalist.org/photos/25505533/medium.jpg?1537828300","tumbleweeddenise",16884643,"Two-tailed Swallowtail","Insecta",68263,"false",2,0,"Mon Sep 24 2018 14:41:30 GMT-0700 (MST)","2018-09-24","2018-09-24 20:41:30 UTC","Mountain Time (US & Canada)",30,NA,NA,"false","","",NA,988464,"2018-09-24 22:31:01 UTC","2018-09-25 01:29:36 UTC","research","",NA,3,"false"
"Papilio multicaudata","2018-09-24 10:50:53 -0500","Butterfly","The University of Texas at San Antonio, San Antonio, TX, US",29.5840383333,-98.6176083333,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16872455","https://static.inaturalist.org/photos/25483074/medium.jpg?1537804615","mjv191",16872455,"Two-tailed Swallowtail","Insecta",68263,"false",4,0,"Mon Sep 24 2018 10:50:53 GMT-0500 (CDT)","2018-09-24","2018-09-24 15:50:53 UTC","Central Time (US & Canada)",8,NA,NA,"false","","",NA,1186122,"2018-09-24 15:56:43 UTC","2018-09-26 13:09:00 UTC","research","",NA,3,"false"
"Papilio multicaudata","2018-09-23 12:00:15 -0500","","6901 W Courtyard Dr, Austin, TX, US",30.3597034131,-97.8054310864,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16834047","https://static.inaturalist.org/photos/25423939/medium.jpg?1537722179","trevorhance",16834047,"Two-tailed Swallowtail","Insecta",68263,"false",1,0,"Sun Sep 23 2018 12:00:15 GMT-0500 (CDT)","2018-09-23","2018-09-23 17:00:15 UTC","Central Time (US & Canada)",17,NA,NA,"false","","",NA,17012,"2018-09-23 17:02:56 UTC","2018-09-24 14:19:13 UTC","research","CC-BY-NC",NA,3,"false"
"Papilio multicaudata","2010-08-14 11:31:58 -0700","Two-tailed swallowtail from Cochise County, Arizona","Arizona, United States",31.884816,-109.175608,"AZ, Arizona, Arizona 2010, Arthropod, Arthropoda, Butterfly, Cochise County, Fluted Swallowtail, Hodges#4178, Insect, Insecta, Lepidoptera, Papilio, Papilio multicaudata, Papilionida, Papilioninae, Papilionini, Papilionoidea, Two-tailed Swallowtail, loc_public, multicaudata, swallowtail, vis_everyone, Two-tailed Swallowtail (Papilio multicaudata)","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16820296","https://static.inaturalist.org/photos/25398831/medium.jpg?1537675790","alice_abela",16820296,"Papilio multicaudata","Insecta",68263,"false",1,0,"2010-08-14 11:31:58","2010-08-14","2010-08-14 18:31:58 UTC","Pacific Time (US & Canada)",NA,NA,NA,"false","","",NA,2616,"2018-09-23 04:11:11 UTC","2018-09-23 17:09:39 UTC","research","",NA,NA,"false"
"Papilio multicaudata","2018-09-01 13:18:48 -0700","Chiricahua Mountains, Cochise County, Arizona","Arizona, United States",31.868678,-109.187551,"AZ, Arizona, Arizona 2018, Arthropod, Arthropoda, Butterfly, Chiricahua Mountains, Cochise County, Fluted Swallowtail, Hodges#4178, Insect, Insecta, Lepidoptera, Papilio, Papilio multicaudata, Papilionida, Papilioninae, Papilionini, Papilionoidea, Two-tailed Swallowtail, loc_public, multicaudata, swallowtail, vis_everyone, Two-tailed Swallowtail (Papilio multicaudata) - Larva","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16815846","https://static.inaturalist.org/photos/25390259/medium.jpg?1537664697","alice_abela",16815846,"Papilio multicaudata","Insecta",68263,"false",1,0,"2018-09-01 13:18:48","2018-09-01","2018-09-01 20:18:48 UTC","Pacific Time (US & Canada)",NA,NA,NA,"false","","",NA,2616,"2018-09-23 01:05:23 UTC","2018-09-23 01:32:08 UTC","research","",NA,NA,"false"
"Papilio multicaudata","2018-09-22 14:14:40 -0500","","78666, San Marcos, TX, US",29.8995383333,-97.9429033333,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16804375","https://static.inaturalist.org/photos/25369999/medium.jpg?1537645331","kayla130",16804375,"Two-tailed Swallowtail","Insecta",68263,"false",3,0,"Sat Sep 22 2018 14:14:40 GMT-0500 (CDT)","2018-09-22","2018-09-22 19:14:40 UTC","Central Time (US & Canada)",12,NA,NA,"false","","",NA,1192695,"2018-09-22 19:42:08 UTC","2018-09-23 04:17:29 UTC","research","",NA,3,"false"
"Papilio multicaudata","2018-09-21 10:07:00 -0500","very ragged and worn","Cochise County, AZ, USA",31.3817759705,-110.3628162367,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16783864","https://static.inaturalist.org/photos/25334447/medium.jpg?1537588405","greglasley",16783864,"Two-tailed Swallowtail","Insecta",68263,"false",1,0,"2018/09/21 10:07 AM CDT","2018-09-21","2018-09-21 15:07:00 UTC","Central Time (US & Canada)",60,NA,NA,"false","","",NA,9706,"2018-09-22 03:59:55 UTC","2018-09-22 06:43:44 UTC","research","CC-BY-NC",NA,NA,"false"
"Papilio multicaudata multicaudata","2018-09-21 15:52:00 -0500","","San Pablo Tecamac, Cholula, Pue., México",19.0578350945,-98.30720536,"","","https://www.inaturalist.org/observations/16773867","https://static.inaturalist.org/photos/25316655/medium.jpg?1537568459","bodofzt",16773867,"Papilio multicaudata multicaudata","Insecta",237647,"false",1,0,"2018/09/21 3:52 PM CDT","2018-09-21","2018-09-21 20:52:00 UTC","Central Time (US & Canada)",NA,NA,NA,"false","","",NA,318516,"2018-09-21 22:26:08 UTC","2018-09-23 07:15:52 UTC","research","CC-BY-NC",NA,NA,"false"
"Papilio multicaudata","2018-08-13 12:48:00 -0600","","Gila County, AZ, USA",34.41803923,-111.26381143,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16732810","https://static.inaturalist.org/photos/25248726/medium.jpeg?1537484578","tsirtalis",16732810,"Two-tailed Swallowtail","Insecta",68263,"false",2,0,"2018/08/13 12:48 PM MST","2018-08-13","2018-08-13 18:48:00 UTC","Mountain Time (US & Canada)",NA,NA,NA,"false","","",NA,19215,"2018-09-20 23:12:50 UTC","2018-09-20 23:57:50 UTC","research","CC-BY-NC-ND",NA,NA,"false"
"Papilio multicaudata","2018-09-19 15:48:42 -0500","","Calle Doctor Atl 172C, Ciudad de México, CDMX, MX",19.448245,-99.1564028333,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16713087","https://static.inaturalist.org/photos/25215495/medium.jpg?1537444665","jsainz",16713087,"xochiquetzal","Insecta",68263,"false",2,0,"Wed Sep 19 2018 15:48:42 GMT-0500 (CDT)","2018-09-19","2018-09-19 20:48:42 UTC","Central Time (US & Canada)",16,NA,NA,"false","","",NA,537161,"2018-09-20 11:57:42 UTC","2018-09-20 15:30:48 UTC","research","CC-BY-NC",NA,3,"false"
"Papilio multicaudata","2016-07-25 16:24:00 -1000","","Cochise County, AZ, USA",31.9151219832,-109.2690049136,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16708511","https://static.inaturalist.org/photos/25207015/medium.jpeg?1537415606","alex_cicindela_guy",16708511,"Two-tailed Swallowtail","Insecta",68263,"false",1,0,"2016/07/25 4:24 PM HST","2016-07-25","2016-07-26 02:24:00 UTC","Hawaii",124,NA,NA,"false","","",NA,579740,"2018-09-20 03:58:05 UTC","2018-09-20 04:22:58 UTC","research","CC-BY-NC",NA,NA,"false"
"Papilio multicaudata","2018-09-19 16:57:00 -0500","","Bexar County, TX, USA",29.6534143931,-98.3647803304,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16698929","https://static.inaturalist.org/photos/25190535/medium.jpg?1537394654","nancynorman",16698929,"Two-tailed Swallowtail","Insecta",68263,"false",3,0,"2018/09/19 4:57 PM CDT","2018-09-19","2018-09-19 21:57:00 UTC","Central Time (US & Canada)",2,NA,NA,"false","","",NA,522920,"2018-09-19 22:05:52 UTC","2018-09-26 01:09:36 UTC","research","CC-BY-NC",NA,NA,"false"
"Papilio multicaudata","2018-07-13 14:53:24 -0400","","4218 Royal Gorge Bridge, Cañon City, CO 81212, USA",38.463281204,-105.3229531646,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16690792","https://static.inaturalist.org/photos/25176283/medium.jpeg?1537378059","pooka5",16690792,"Two-tailed Swallowtail","Insecta",68263,"false",3,1,"2018-07-13 2:53:24 PM EDT","2018-07-13","2018-07-13 18:53:24 UTC","Eastern Time (US & Canada)",66,NA,NA,"false","gps","gps",NA,1219206,"2018-09-19 17:27:32 UTC","2018-09-20 09:51:06 UTC","research","CC-BY-NC",NA,2,"false"
"Papilio multicaudata","2018-08-31 12:09:16 -0500","","San Pedro Garza García, San Pedro Garza García, NL, MX",25.6041583333,-100.35032,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16687657","https://static.inaturalist.org/photos/25170990/medium.jpg?1537371673","acapon",16687657,"Two-tailed Swallowtail","Insecta",68263,"false",2,0,"Fri Aug 31 2018 12:09:16 GMT-0500 (CDT)","2018-08-31","2018-08-31 17:09:16 UTC","Central Time (US & Canada)",24,NA,NA,"false","","",NA,1219204,"2018-09-19 15:40:59 UTC","2018-09-19 17:37:05 UTC","research","",NA,3,"false"
"Papilio multicaudata","2018-09-18 10:45:00 -0600","Unusual location, typically see these in canyons of foothills & mountains.","Green Valley, AZ, USA",31.8071395022,-111.0138165224,"Pima County, San Ignacio Golf Course, Two-tailed Swallowtail","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16673568","https://static.inaturalist.org/photos/25145743/medium.jpg?1537315567","desertharrier",16673568,"Two-tailed Swallowtail","Insecta",68263,"false",1,0,"2018/09/18 10:45 AM MST","2018-09-18","2018-09-18 16:45:00 UTC","Mountain Time (US & Canada)",100,NA,NA,"false","","",NA,481399,"2018-09-19 00:06:39 UTC","2018-09-19 01:05:29 UTC","research","CC-BY-NC",NA,NA,"false"
"Papilio multicaudata","2018-09-15 11:19:00 -0500","","Bosque de Chapultepec I Secc, Ciudad de México, CDMX, México",19.4233830391,-99.1828966141,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16643331","https://static.inaturalist.org/photos/25088981/medium.jpeg?1537226480","chicalokaverde",16643331,"Two-tailed Swallowtail","Insecta",68263,"false",2,0,"2018/09/15 11:19 AM CDT","2018-09-15","2018-09-15 16:19:00 UTC","Central Time (US & Canada)",40,NA,NA,"false","","",NA,1034946,"2018-09-17 23:33:25 UTC","2018-09-18 19:38:41 UTC","research","CC-BY-NC",NA,NA,"false"
"Papilio multicaudata","2018-08-30 11:41:00 -0500","","Candela, Coah., México",26.7891318296,-100.6941600993,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16632320","https://static.inaturalist.org/photos/25069401/medium.jpeg?1537204959","jesusnc25",16632320,"xochiquetzal","Insecta",68263,"false",1,0,"2018/08/30 11:41 AM CDT","2018-08-30","2018-08-30 16:41:00 UTC","Central Time (US & Canada)",15,NA,NA,"false","","",NA,479632,"2018-09-17 17:29:31 UTC","2018-09-17 20:45:13 UTC","research","CC-BY-NC",NA,NA,"false"
"Papilio multicaudata","2018-09-17 11:05:38 -0600","","207 Ridge Line Dr, Fort Davis, TX 79734, USA",30.62341598,-103.97692295,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16631554","https://static.inaturalist.org/photos/25068460/medium.jpeg?1537203979","tannermatson",16631554,"Two-tailed Swallowtail","Insecta",68263,"false",1,0,"2018-09-17 11:05:38 AM MDT","2018-09-17","2018-09-17 17:05:38 UTC","Mountain Time (US & Canada)",3,NA,NA,"false","","",NA,396057,"2018-09-17 17:06:11 UTC","2018-09-17 18:28:36 UTC","research","CC-BY-NC",NA,2,"false"
"Papilio multicaudata","2017-06-14 12:09:56 -0600","","238 W Main St, Grantsville, UT, US",40.600175,-112.47113,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16620046","https://static.inaturalist.org/photos/25047550/medium.jpg?1537164342","dallin2",16620046,"Two-tailed Swallowtail","Insecta",68263,"false",2,1,"Wed Jun 14 2017 12:09:56 GMT-0600 (MDT)","2017-06-14","2017-06-14 18:09:56 UTC","Mountain Time (US & Canada)",5,NA,NA,"false","","",NA,1204716,"2018-09-17 06:05:40 UTC","2018-09-18 04:26:40 UTC","research","",NA,3,"false"
"Papilio multicaudata","2018-09-02 10:23:00 -0500","","Val Verde County, TX, USA",29.8994983149,-100.9976242431,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16614454","https://static.inaturalist.org/photos/25036742/medium.jpeg?1537148794","hydaticus",16614454,"Two-tailed Swallowtail","Insecta",68263,"false",1,0,"2018/09/02 10:23 AM CDT","2018-09-02","2018-09-02 15:23:00 UTC","Central Time (US & Canada)",453,NA,NA,"false","","",NA,18780,"2018-09-17 01:58:51 UTC","2018-09-17 02:18:07 UTC","research","CC-BY-NC",NA,NA,"false"
"Papilio multicaudata","2018-09-16 17:57:26 -0500","","1600 Parkway, Austin, TX 78703, USA",30.2826118469,-97.7532730103,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16612368","https://static.inaturalist.org/photos/25033145/medium.jpeg?1537145929","chrisronf19",16612368,"Two-tailed Swallowtail","Insecta",68263,"false",3,0,"2018-09-16 5:57:26 PM CDT","2018-09-16","2018-09-16 22:57:26 UTC","Central Time (US & Canada)",NA,NA,NA,"false","gps","gps",NA,1197278,"2018-09-17 00:58:46 UTC","2018-09-18 22:15:40 UTC","research","CC-BY-NC",NA,2,"false"
"Papilio multicaudata","2017-07-16 00:00:00 -1000","","El Paso County, US-CO, US",38.856844,-104.595897,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16565120","https://static.inaturalist.org/photos/24946471/medium.jpeg?1537044541","smilito",16565120,"Two-tailed Swallowtail","Insecta",68263,"false",1,0,"2017-07-16","2017-07-16","","Hawaii",NA,NA,NA,"false","","",NA,261421,"2018-09-15 20:49:05 UTC","2018-09-16 14:09:23 UTC","research","",NA,NA,"false"
"Papilio multicaudata","2018-09-15 11:58:21 -0600","","50 E Center St, Monticello, UT 84535, USA",37.8728294373,-109.3418426514,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16558558","https://static.inaturalist.org/photos/24937423/medium.jpeg?1537036710","miriam49",16558558,"Two-tailed Swallowtail","Insecta",68263,"false",1,0,"2018-09-15 11:58:21 AM MDT","2018-09-15","2018-09-15 17:58:21 UTC","Mountain Time (US & Canada)",NA,NA,NA,"false","gps","gps",NA,1021071,"2018-09-15 18:13:20 UTC","2018-09-18 16:45:47 UTC","research","",NA,2,"false"
"Papilio multicaudata","2018-07-29 13:06:58 -0600","","1219 E 11th Ave, Denver, CO 80218, USA",39.73383168,-104.9719975,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16554962","https://static.inaturalist.org/photos/24929452/medium.jpeg?1537028813","dylansouza",16554962,"Two-tailed Swallowtail","Insecta",68263,"false",1,0,"2018-07-29 1:06:58 PM MDT","2018-07-29","2018-07-29 19:06:58 UTC","Mountain Time (US & Canada)",5,NA,NA,"false","","",NA,739147,"2018-09-15 16:26:51 UTC","2018-09-18 16:45:46 UTC","research","",NA,2,"false"
"Papilio multicaudata","2018-09-14 11:05:28 -0600","","9800 Clearwater St NW, Albuquerque, NM, US",35.1899315124,-106.6722573275,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16527018","https://static.inaturalist.org/photos/24878809/medium.jpg?1536944815","monique50",16527018,"Two-tailed Swallowtail","Insecta",68263,"false",2,0,"Fri Sep 14 2018 11:05:28 GMT-0600 (MDT)","2018-09-14","2018-09-14 17:05:28 UTC","Mountain Time (US & Canada)",65,NA,NA,"false","","",NA,1095009,"2018-09-14 17:05:53 UTC","2018-09-14 20:29:47 UTC","research","",NA,3,"false"
"Papilio multicaudata","2018-09-02 12:16:52 -0500","More yellow-less Black","102 Indian Creek Rd, Ingram, TX, US",30.0711,-99.2432116667,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16512711","https://static.inaturalist.org/photos/24854186/medium.jpg?1536898493","sracurrier",16512711,"Two-tailed Swallowtail","Insecta",68263,"false",1,0,"Sun Sep 02 2018 12:16:52 GMT-0500 (CDT)","2018-09-02","2018-09-02 17:16:52 UTC","Central Time (US & Canada)",5,NA,NA,"false","","",NA,352061,"2018-09-14 04:14:40 UTC","2018-09-14 04:30:38 UTC","research","",NA,3,"false"
"Papilio multicaudata","2018-09-13 16:34:59 +0500","","Reforma 88, San Diego Metepec, 90110 Tlaxcala de Xicohténcatl, Tlax., México",19.2785046951,-98.2575368509,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16511716","https://static.inaturalist.org/photos/24852441/medium.jpeg?1536894675","luisdaniel",16511716,"Two-tailed Swallowtail","Insecta",68263,"false",2,0,"2018-09-13 4:34:59 p.m. GMT-05:00","2018-09-13","2018-09-13 11:34:59 UTC","Ekaterinburg",344,NA,NA,"false","gps","gps",NA,340210,"2018-09-14 03:09:00 UTC","2018-09-14 12:24:01 UTC","research","",NA,2,"false"
"Papilio multicaudata","2018-09-06 17:47:00 -0500","","Kerrville, TX 78028, USA",30.0132036314,-99.1392827728,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16506272","https://static.inaturalist.org/photos/24841411/medium.jpg?1536879239","w_mcdaniel",16506272,"Two-tailed Swallowtail","Insecta",68263,"false",3,0,"2018/09/06 5:47 PM CDT","2018-09-06","2018-09-06 22:47:00 UTC","Central Time (US & Canada)",20,NA,NA,"false","","",NA,53290,"2018-09-13 23:01:33 UTC","2018-09-14 12:34:34 UTC","research","CC-BY-NC",NA,NA,"false"
"Papilio multicaudata","2018-09-10 15:01:14 +0500","","Unnamed Road, Hidalgo, México",20.3787266399,-99.6845572069,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16491168","https://static.inaturalist.org/photos/24821299/medium.jpeg?1536857411","bere_barrera",16491168,"xochiquetzal","Insecta",68263,"false",2,0,"2018-09-10 3:01:14 p. m. GMT-05:00","2018-09-10","2018-09-10 10:01:14 UTC","Ekaterinburg",33,NA,NA,"false","gps","gps",NA,1122065,"2018-09-13 16:49:46 UTC","2018-09-18 17:47:07 UTC","research","",NA,2,"false"
"Papilio multicaudata","2016-08-16 10:09:00 -1000","","Pima County, AZ, USA",31.7397306935,-110.8860429464,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16490628","https://static.inaturalist.org/photos/24820360/medium.jpg?1536856344","mccreedy",16490628,"Two-tailed Swallowtail","Insecta",68263,"false",1,0,"2016/08/16 10:09 AM HST","2016-08-16","2016-08-16 20:09:00 UTC","Hawaii",31,NA,NA,"false","","",NA,758510,"2018-09-13 16:33:08 UTC","2018-09-17 18:24:47 UTC","research","",NA,NA,"false"
"Papilio multicaudata","2006-09-17 20:55:24 -0700","Larva of 2-tailed swallowtail on ash, Ruby AZ","Arizona, United States",31.454531,-111.23552,"USA, Arizona, insecta, lepidoptera, butterfly, david bygott, taxonomy:binomial=Papilio multicaudata, EOL, Pap: Papilio multicaudata 30","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16480204","https://static.inaturalist.org/photos/162490/medium.jpg?1536820502","davidbygott",16480204,"Two-tailed Swallowtail","Insecta",68263,"false",1,0,"2006-09-17 20:55:24","2006-09-17","2006-09-18 03:55:24 UTC","Arizona",NA,NA,NA,"false","","",NA,1626,"2018-09-13 06:36:57 UTC","2018-09-21 13:11:08 UTC","research","",NA,NA,"false"
"Papilio multicaudata","2011-04-25 21:18:20 -0700","2-tailed swallowtail larva about to pupate, Ruby AZ","Arizona, United States",32.262567,-111.030063,"USA, Arizona, insecta, lepidoptera, butterfly, david bygott, taxonomy:binomial=Papilio multicaudata, EOL, Pap: Papilio multicaudata - prepupa 18","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16480203","https://static.inaturalist.org/photos/390705/medium.jpg?1536820499","davidbygott",16480203,"Two-tailed Swallowtail","Insecta",68263,"false",1,0,"2011-04-25 21:18:20","2011-04-25","2011-04-26 04:18:20 UTC","Arizona",NA,NA,NA,"false","","",NA,1626,"2018-09-13 06:36:50 UTC","2018-09-21 13:11:09 UTC","research","",NA,NA,"false"
"Papilio multicaudata","2018-09-12 08:56:45 -0600","","4700 B Cutting Ave NW, Albuquerque, NM 87114, USA",35.1871070862,-106.6732406616,"","Two-tailed Swallowtail","https://www.inaturalist.org/observations/16454931","https://static.inaturalist.org/photos/24763265/medium.jpeg?1536770257","zandi5454",16454931,"Two-tailed Swallowtail","Insecta",68263,"false",2,0,"2018-09-12 8:56:45 AM MDT","2018-09-12","2018-09-12 14:56:45 UTC","Mountain Time (US & Canada)",NA,NA,NA,"false","gps","gps",NA,1203148,"2018-09-12 16:37:32 UTC","2018-09-18 16:15:27 UTC","research","CC-BY-NC",NA,2,"false"
